source,search_query,county_query,search_town,search_town_norm,search_county,title,price_raw,rent_price,beds_raw,location_raw,listing_url,raw_card_text,date_scraped,scraped_at,source_search_url,combined_text,bedrooms,bathrooms,sqft,is_furnished_source,is_furnished_text_flag,is_furnished_final,title_clean,location_clean,location_norm,resolved_town_norm,resolved_town,resolved_county,location_resolution_source,actual_town_norm,actual_town,actual_county,actual_town_source,listing_town_norm,listing_town,listing_county,listing_town_source,modeling_town_norm,modeling_town,modeling_county,search_location_mismatch_flag,non_residential_flag,out_of_state_location_flag,outside_target_area_review_flag,rent_missing_flag,rent_nonpositive_flag,rent_iqr_lower_overall,rent_iqr_upper_overall,rent_iqr_outlier_overall_flag,rent_iqr_outlier_by_source_flag,rent_iqr_lower_by_source,rent_iqr_upper_by_source,quality_exclusion_flag,geography_exclusion_flag,baseline_exclusion_flag,rental_town_norm,assessor_town_norm,assessor_records,town_median_total_value,town_mean_total_value,town_median_building_value,town_median_land_value,town_median_building_size,town_median_lot_size
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,"Lovely 3-bed, 2-bath just minutes to downtown and beaches",,3500.0,,,https://www.furnishedfinder.com/property/420990_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon House in Cape Elizabeth, ME Lovely 3-bed, 2-bath just minutes to downtown and beaches Lovely 3-bed, 2-bath just minutes to downtown and beaches Cape Elizabeth, ME Available: Jul. 13, 2027 Available: Jul. 13, 2027 $3,500 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Pets Allowed WiFi Washer and dryer",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Lovely 3-bed, 2-bath just minutes to downtown and beaches   House House icon House in Cape Elizabeth, ME Lovely 3-bed, 2-bath just minutes to downtown and beaches Lovely 3-bed, 2-bath just minutes to downtown and beaches Cape Elizabeth, ME Available: Jul. 13, 2027 Available: Jul. 13, 2027 $3,500 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Pets Allowed WiFi Washer and dryer",3.0,2.0,,1,0,1,"Lovely 3-bed, 2-bath just minutes to downtown and beaches",,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Studio Apartment for rent,,1250.0,,,https://www.furnishedfinder.com/property/754226_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Studio Apartment for rent Studio Apartment for rent Cape Elizabeth, ME Available: Dec. 30, 2026 Available: Dec. 30, 2026 $1,250 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Studio Apartment for rent   House House icon Apartment in Cape Elizabeth, ME Studio Apartment for rent Studio Apartment for rent Cape Elizabeth, ME Available: Dec. 30, 2026 Available: Dec. 30, 2026 $1,250 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,Studio Apartment for rent,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Coastal Studio,,1650.0,,,https://www.furnishedfinder.com/property/935465_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Coastal Studio Coastal Studio Cape Elizabeth, ME Available: Jan. 01, 2027 Available: Jan. 01, 2027 $1,650 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Utilities Included Utilities included Washer and dryer",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Coastal Studio   House House icon Apartment in Cape Elizabeth, ME Coastal Studio Coastal Studio Cape Elizabeth, ME Available: Jan. 01, 2027 Available: Jan. 01, 2027 $1,650 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Utilities Included Utilities included Washer and dryer",1.0,1.0,,1,0,1,Coastal Studio,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Coastal Inn on Shore - 5 min to Portland,,3500.0,,,https://www.furnishedfinder.com/property/448202_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Coastal Inn on Shore - 5 min to Portland Coastal Inn on Shore - 5 min to Portland Cape Elizabeth, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $3,500 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Coastal Inn on Shore - 5 min to Portland   House House icon Apartment in Cape Elizabeth, ME Coastal Inn on Shore - 5 min to Portland Coastal Inn on Shore - 5 min to Portland Cape Elizabeth, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $3,500 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi",2.0,1.0,,1,0,1,Coastal Inn on Shore - 5 min to Portland,,,PORTLAND,Portland,Cumberland,title,PORTLAND,Portland,Cumberland,title,PORTLAND,Portland,Cumberland,title,PORTLAND,Portland,Cumberland,True,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,PORTLAND,PORTLAND,947,95870.0,244461.76949152543,41640.0,58500.0,0.0,0.351101995
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,"Private suite, quiet neighborhood near ocean. Popular landmarks and restaurants.",,1600.0,,,https://www.furnishedfinder.com/property/787465_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Private suite, quiet neighborhood near ocean. Popular landmarks and restaurants. Private suite, quiet neighborhood near ocean. Popular landmarks and restaurants. Cape Elizabeth, ME Available: Oct. 03, 2026 Available: Oct. 03, 2026 $1,600 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Private suite, quiet neighborhood near ocean. Popular landmarks and restaurants.   House House icon Apartment in Cape Elizabeth, ME Private suite, quiet neighborhood near ocean. Popular landmarks and restaurants. Private suite, quiet neighborhood near ocean. Popular landmarks and restaurants. Cape Elizabeth, ME Available: Oct. 03, 2026 Available: Oct. 03, 2026 $1,600 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,"Private suite, quiet neighborhood near ocean. Popular landmarks and restaurants.",,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Quiet Seaside Cottage,,4000.0,,,https://www.furnishedfinder.com/property/896484_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Cottage in Cape Elizabeth, ME Quiet Seaside Cottage Quiet Seaside Cottage Cape Elizabeth, ME Available: Oct. 31, 2026 Available: Oct. 31, 2026 $4,000 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Quiet Seaside Cottage   House House icon Cottage in Cape Elizabeth, ME Quiet Seaside Cottage Quiet Seaside Cottage Cape Elizabeth, ME Available: Oct. 31, 2026 Available: Oct. 31, 2026 $4,000 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Utilities Included Utilities included WiFi Washer and dryer",3.0,2.0,,1,0,1,Quiet Seaside Cottage,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,True,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,"Room (s) / shared kitchen utilities included, beautiful setting in Cape Elizabeth",,1500.0,,,https://www.furnishedfinder.com/property/942329_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"Room - House in Cape Elizabeth, ME Room (s) / shared kitchen utilities included, beautiful setting in Cape Elizabeth Room (s) / shared kitchen utilities included, beautiful setting in Cape Elizabeth Cape Elizabeth, ME Available: Jun. 30, 2026 Available: Jun. 30, 2026 $1,500 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Room (s) / shared kitchen utilities included, beautiful setting in Cape Elizabeth   Room - House in Cape Elizabeth, ME Room (s) / shared kitchen utilities included, beautiful setting in Cape Elizabeth Room (s) / shared kitchen utilities included, beautiful setting in Cape Elizabeth Cape Elizabeth, ME Available: Jun. 30, 2026 Available: Jun. 30, 2026 $1,500 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,"Room (s) / shared kitchen utilities included, beautiful setting in Cape Elizabeth",,,CAPE ELIZABETH,Cape Elizabeth,Cumberland,title,CAPE ELIZABETH,Cape Elizabeth,Cumberland,title,CAPE ELIZABETH,Cape Elizabeth,Cumberland,title,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,"Coastal Farm-Beaches, State Parks, Close to Portland, Alpacas, Goats",,3200.0,,,https://www.furnishedfinder.com/property/450048_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Coastal Farm-Beaches, State Parks, Close to Portland, Alpacas, Goats Coastal Farm-Beaches, State Parks, Close to Portland, Alpacas, Goats Cape Elizabeth, ME Available: Jul. 30, 2026 Available: Jul. 30, 2026 $3,200 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Coastal Farm-Beaches, State Parks, Close to Portland, Alpacas, Goats   House House icon Apartment in Cape Elizabeth, ME Coastal Farm-Beaches, State Parks, Close to Portland, Alpacas, Goats Coastal Farm-Beaches, State Parks, Close to Portland, Alpacas, Goats Cape Elizabeth, ME Available: Jul. 30, 2026 Available: Jul. 30, 2026 $3,200 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",1.0,1.0,,1,0,1,"Coastal Farm-Beaches, State Parks, Close to Portland, Alpacas, Goats",,,PORTLAND,Portland,Cumberland,title,PORTLAND,Portland,Cumberland,title,PORTLAND,Portland,Cumberland,title,PORTLAND,Portland,Cumberland,True,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,PORTLAND,PORTLAND,947,95870.0,244461.76949152543,41640.0,58500.0,0.0,0.351101995
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,"Clean and spacious 1-bed, 1-bath just minutes to downtown and beaches",,2000.0,,,https://www.furnishedfinder.com/property/927719_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Clean and spacious 1-bed, 1-bath just minutes to downtown and beaches Clean and spacious 1-bed, 1-bath just minutes to downtown and beaches Cape Elizabeth, ME Available: Sep. 12, 2026 Available: Sep. 12, 2026 $2,000 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Clean and spacious 1-bed, 1-bath just minutes to downtown and beaches   House House icon Apartment in Cape Elizabeth, ME Clean and spacious 1-bed, 1-bath just minutes to downtown and beaches Clean and spacious 1-bed, 1-bath just minutes to downtown and beaches Cape Elizabeth, ME Available: Sep. 12, 2026 Available: Sep. 12, 2026 $2,000 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,"Clean and spacious 1-bed, 1-bath just minutes to downtown and beaches",,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Coastal Cottage,,2400.0,,,https://www.furnishedfinder.com/property/938879_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Coastal Cottage Coastal Cottage Cape Elizabeth, ME Available: Jul. 31, 2026 Available: Jul. 31, 2026 $2,400 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Coastal Cottage   House House icon Apartment in Cape Elizabeth, ME Coastal Cottage Coastal Cottage Cape Elizabeth, ME Available: Jul. 31, 2026 Available: Jul. 31, 2026 $2,400 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,Coastal Cottage,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Coastal Studio,,1950.0,,,https://www.furnishedfinder.com/property/938879_2?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Coastal Studio Coastal Studio Cape Elizabeth, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $1,950 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Coastal Studio   House House icon Apartment in Cape Elizabeth, ME Coastal Studio Coastal Studio Cape Elizabeth, ME Available: Aug. 31, 2026 Available: Aug. 31, 2026 $1,950 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,Coastal Studio,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,"Furnished, 2 Bedroom. Newly Updated Apartment. Free Utilities & Covered Parking.",,2800.0,,,https://www.furnishedfinder.com/property/888441_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Furnished, 2 Bedroom. Newly Updated Apartment. Free Utilities & Covered Parking. Furnished, 2 Bedroom. Newly Updated Apartment. Free Utilities & Covered Parking. Cape Elizabeth, ME Available: Dec. 31, 2026 Available: Dec. 31, 2026 $2,800 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:46:18,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Furnished, 2 Bedroom. Newly Updated Apartment. Free Utilities & Covered Parking.   House House icon Apartment in Cape Elizabeth, ME Furnished, 2 Bedroom. Newly Updated Apartment. Free Utilities & Covered Parking. Furnished, 2 Bedroom. Newly Updated Apartment. Free Utilities & Covered Parking. Cape Elizabeth, ME Available: Dec. 31, 2026 Available: Dec. 31, 2026 $2,800 /month 2 Bedrooms 1 Bathroom 2 bdr 1 ba Parking Utilities Included Utilities included WiFi Washer and dryer",2.0,1.0,,1,1,1,"Furnished, 2 Bedroom. Newly Updated Apartment. Free Utilities & Covered Parking.",,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,"Cape ocean view 3BR, 2 BA home with shared beach rights",,3250.0,,,https://www.furnishedfinder.com/property/755669_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon House in Cape Elizabeth, ME Cape ocean view 3BR, 2 BA home with shared beach rights Cape ocean view 3BR, 2 BA home with shared beach rights Cape Elizabeth, ME Available: Jan. 31, 2027 Available: Jan. 31, 2027 $3,250 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:46:19,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Cape ocean view 3BR, 2 BA home with shared beach rights   House House icon House in Cape Elizabeth, ME Cape ocean view 3BR, 2 BA home with shared beach rights Cape ocean view 3BR, 2 BA home with shared beach rights Cape Elizabeth, ME Available: Jan. 31, 2027 Available: Jan. 31, 2027 $3,250 /month 3 Bedrooms 2 Bathrooms 3 bdr 2 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",3.0,2.0,,1,0,1,"Cape ocean view 3BR, 2 BA home with shared beach rights",,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,New Unit,,3200.0,,,https://www.furnishedfinder.com/property/971112_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME New Unit New Unit Cape Elizabeth, ME Available: Nov. 30, 2026 Available: Nov. 30, 2026 $3,200 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:46:19,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"New Unit   House House icon Apartment in Cape Elizabeth, ME New Unit New Unit Cape Elizabeth, ME Available: Nov. 30, 2026 Available: Nov. 30, 2026 $3,200 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",1.0,1.0,,1,0,1,New Unit,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Kettle Cove Apartment By The Sea,,2000.0,,,https://www.furnishedfinder.com/property/899729_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME Kettle Cove Apartment By The Sea Kettle Cove Apartment By The Sea Cape Elizabeth, ME Available: Nov. 01, 2026 Available: Nov. 01, 2026 $2,000 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",2026-06-19,2026-06-19 21:46:19,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Kettle Cove Apartment By The Sea   House House icon Apartment in Cape Elizabeth, ME Kettle Cove Apartment By The Sea Kettle Cove Apartment By The Sea Cape Elizabeth, ME Available: Nov. 01, 2026 Available: Nov. 01, 2026 $2,000 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Pets Allowed Utilities Included Utilities included WiFi Washer and dryer",1.0,1.0,,1,0,1,Kettle Cove Apartment By The Sea,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,New one bedroom in Cape with private entrance,,2250.0,,,https://www.furnishedfinder.com/property/740052_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"House House icon Apartment in Cape Elizabeth, ME New one bedroom in Cape with private entrance New one bedroom in Cape with private entrance Cape Elizabeth, ME Available: Nov. 01, 2026 Available: Nov. 01, 2026 $2,250 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included Washer and dryer",2026-06-19,2026-06-19 21:46:19,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"New one bedroom in Cape with private entrance   House House icon Apartment in Cape Elizabeth, ME New one bedroom in Cape with private entrance New one bedroom in Cape with private entrance Cape Elizabeth, ME Available: Nov. 01, 2026 Available: Nov. 01, 2026 $2,250 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included Washer and dryer",1.0,1.0,,1,0,1,New one bedroom in Cape with private entrance,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
furnished_finder,Cape Elizabeth,Cumberland,Cape Elizabeth,CAPE ELIZABETH,Cumberland,Private room,,1400.0,,,https://www.furnishedfinder.com/property/1003434_1?moveDate=%7B%22in%22%3A%222026-06-20%22%7D&budget=%7B%7D&filters=%7B%7D,"Room - House in South Portland, ME Private room Private room South Portland, ME Available Available $1,400 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",2026-06-19,2026-06-19 21:46:19,https://www.furnishedfinder.com/housing/us--me--cape-elizabeth,"Private room   Room - House in South Portland, ME Private room Private room South Portland, ME Available Available $1,400 /month 1 Bedroom 1 Bathroom 1 bdr 1 ba Parking Utilities Included Utilities included WiFi",1.0,1.0,,1,0,1,Private room,,,,,,unresolved,,,,unresolved,CAPE ELIZABETH,Cape Elizabeth,Cumberland,search_query_fallback,CAPE ELIZABETH,Cape Elizabeth,Cumberland,False,False,False,False,False,False,500.0,3700.0,False,False,-225.0,4775.0,False,False,False,CAPE ELIZABETH,CAPE ELIZABETH,996,204900.0,267076.57338965154,109000.0,84100.0,0.0,0.26999542
